task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
11224,229908-97,Enzyme Finance,enzyme.finance,protocol_or_network,high,yes,Former name Melon Protocol resolved; official docs identify MLN as Enzyme's token.,"[""Enzyme"",""Melon Protocol""]","[""https://enzyme.finance/"",""https://docs.enzyme.finance/general-info/tokenomics""]",completed,,"[{""token_symbol"":""MLN"",""token_name"":""Enzyme"",""token_url"":""https://coinmarketcap.com/currencies/enzyme/"",""reason"":""Official Enzyme history identifies Enzyme as founded in 2017, born as Melon Protocol, with native token MLN launched at inception; secondary protocol research identifies Melonport AG as the founding company behind the protocol."",""evidence_urls"":[""https://enzyme.finance/about-us"",""https://messari.io/report/enzyme-on-chain-asset-management"",""https://coinmarketcap.com/currencies/enzyme/""],""evidence_source_types"":[""official_site"",""secondary_source"",""coinmarketcap""]}]",Enzyme qualifies because the company/protocol history ties Enzyme/Melon Protocol to the original launch of the MLN-backed protocol ecosystem.,Enzyme docs say MLN is the utility token; CoinMarketCap and CoinGecko map MLN to Enzyme and note the Melon rebrand.,https://docs.enzyme.finance/general-info/tokenomics|https://coinmarketcap.com/currencies/enzyme/|https://www.coingecko.com/en/coins/enzyme,official_docs|coinmarketcap|coingecko,high,no
11227,228939-94,Medicalchain,medicalchain.com,protocol_or_network,high,yes,Medicalchain.com and token pages identify the MTN health-data platform.,"[""Medicalchain""]","[""https://medicalchain.com/""]",completed,,"[{""token_symbol"":""MTN"",""token_name"":""Medicalchain"",""token_url"":""https://coinmarketcap.com/currencies/medical-chain/"",""reason"":""Medicalchain SA is identified as the organization behind the Medicalchain decentralized health-data platform, with founders listed and MTN mapped as the project token on Ethereum."",""evidence_urls"":[""https://knowledge4policy.ec.europa.eu/foresight/tool/dlt4good/medicalchain_en"",""https://coinmarketcap.com/currencies/medical-chain/""],""evidence_source_types"":[""secondary_source"",""coinmarketcap""]}]",Medicalchain qualifies because the company is the original organization behind the Medicalchain blockchain health-record platform and MTN token ecosystem.,Medicalchain.com describes the platform; CoinMarketCap/CryptoSlate and the whitepaper map Medicalchain to MTN on Ethereum.,https://medicalchain.com/en/|https://coinmarketcap.com/currencies/medical-chain/|https://cryptoslate.com/coins/medicalchain/|https://www.whitepaper.io/coin/medicalchain,official_site|coinmarketcap|secondary_source|secondary_source,medium,no
11232,1078347-43,Fightcoin,fightcoin.org,dapp_or_product,high,yes,Token-centric Solana project with charity/utility language; full mapping required.,"[""FightCoin""]","[""https://fightcoinofcl.com/""]",completed,,"[{""token_symbol"":""FIGHTHARD"",""token_name"":""FightCoin"",""token_url"":""https://coinmooner.com/coins/fightcoin-fighthard"",""reason"":""Official FightCoin materials state FightCoin was born as a Solana-based token movement and identify Joshua/Josh Keen as founder, while token data maps the project to FIGHTHARD."",""evidence_urls"":[""https://fightcoinofcl.com/about/"",""https://fightcoinofcl.com/roadmaps/"",""https://coinmooner.com/coins/fightcoin-fighthard""],""evidence_source_types"":[""official_site"",""official_site"",""secondary_source""]}]",FightCoin qualifies because the official project materials identify the company/project as the original Solana token movement behind FIGHTHARD.,Official FightCoin pages name $FIGHTHARD and describe the Solana project; secondary token pages match FightCoin/FIGHTHARD on Solana.,https://fightcoinofcl.com/about/|https://fightcoinofcl.com/legal-disclaimer/|https://fightcoinofcl.com/roadmaps/|https://coinmooner.com/coins/fightcoin-fighthard,official_site|official_site|official_site|secondary_source,high,no
11233,230460-31,Crypto N Kafe,cryptokafe.io,protocol_or_network,high,yes,ICO-style coffee-trading ecosystem with explicit CNK token references; full mapping required.,"[""Crypto N' Kafe""]","[""https://cryptokafe.io/""]",completed,,"[{""token_symbol"":""CNK"",""token_name"":""Crypto N' Kafe"",""token_url"":""https://icomarks.ai/ico/crypto-n-kafe"",""reason"":""ICO records identify Crypto N' Kafe as the original decentralized coffee-trading ecosystem, list CNK as its Ethereum ERC-20 ticker, and show the roadmap beginning with CNK smart-contract development."",""evidence_urls"":[""https://icomarks.ai/ico/crypto-n-kafe"",""https://icoholder.com/en/crypto-n-kafe-cnk-17573""],""evidence_source_types"":[""secondary_source"",""secondary_source""]}]",Crypto N Kafe qualifies because the ICO/project records describe it as the original organization and token issuer for the CNK coffee-trading ecosystem.,ICOmarks and ICOholder identify CNK as the Crypto N' Kafe token; press coverage and ICO materials describe the coffee-trading ecosystem.,https://icomarks.ai/ico/crypto-n-kafe|https://icoholder.com/en/crypto-n-kafe-cnk-17573|https://www.comunicaffe.com/crypto-n-kafe-ecosystem-aims-to-revolutionize-the-african-coffee-market/|https://www.comunicaffe.com/crypto-n-kafe-ecosystem-successfully-completed-its-pre-ico-stage/|https://medium.com/ico-crypto-news/ico-for-coffee-crypto-nkafe-28b6b9dc12f,secondary_source|secondary_source|secondary_source|secondary_source|secondary_source,medium,no
11234,607306-69,Architex,architex.ai,mining_or_validator,high,yes,Mining-layer / AI-network infrastructure with explicit ARCX staking and rewards; full mapping required.,"[""Architex""]","[""https://architex.ai/""]",completed,,"[{""token_symbol"":""ARCX"",""token_name"":""Architex"",""token_url"":""https://www.coingecko.com/en/coins/architex"",""reason"":""Official Architex site and docs identify Architex Labs as the project behind the Architex mining layer and describe ARCX staking and rewards within that original network."",""evidence_urls"":[""https://architex.ai/"",""https://docs.architex.ai/"",""https://www.coingecko.com/en/coins/architex""],""evidence_source_types"":[""official_site"",""official_docs"",""coingecko""]}]",Architex qualifies because the official materials identify it as the original Architex mining-layer project and ARCX as the network token used for staking and rewards.,Architex.ai and Architex docs say users stake ARCX; CoinGecko and Messari map ARCX to Architex and note the migration.,https://architex.ai/|https://docs.architex.ai/|https://www.coingecko.com/en/coins/architex|https://messari.io/project/architex,official_site|official_docs|coingecko|secondary_source,high,no
11235,513330-13,TCS BLOCKCHAIN,tcsblockchain.com,service_provider,high,yes,Blockchain trade-finance platform using utility tokens for settlement; token mapping requires full search and conflict resolution.,"[""TCS Blockchain""]","[""https://tcsblockchain.com/""]",completed,,"[{""token_symbol"":""TCS"",""token_name"":""TCS Token"",""token_url"":""https://www.tcsblockchain.com/tcs_whitepaper_v3.pdf"",""reason"":""TCS official whitepaper states that TCS created the freight-settlement solution and identifies TCS Token as its ERC-20 utility token deployed on Polygon for the TCS network."",""evidence_urls"":[""https://www.tcsblockchain.com/tcs_whitepaper_v3.pdf"",""https://newsroom.paypal-corp.com/2026-03-03-TCS-Blockchain-and-PayPal-Drive-Financial-Innovation-in-Trucking-Transportation-Industry"",""https://www.tcsblockchain.com/""],""evidence_source_types"":[""official_docs"",""secondary_source"",""official_site""]}]",TCS Blockchain qualifies because official materials show it created the original TCS token-settlement network for freight finance.,"PayPal/TCS press release and other coverage say TCS Blockchain routes freight settlement through TCS Token, but the TCS ticker collides with unrelated tokens.",https://tcsblockchain.com/|https://www.prnewswire.com/news-releases/tcs-blockchain-and-paypal-usd-for-same-day-trucking-invoice-settlements-302702107.html|https://financefeeds.com/tcs-blockchain-taps-paypal-usd-for-same-day-trucking-invoice-settlements/|https://nationaltoday.com/us/wy/casper/news/2026/03/03/tcs-blockchain-and-paypal-drive-financial-innovation-in-trucking-transportation-industry/,official_site|secondary_source|secondary_source|secondary_source,medium,no
11238,512271-73,NOBORDER.Z INNOVATIONS,noborderz.com,gaming_or_nft,high,yes,Official XANA pages map NOBORDER.z to XANA and the token-family sweep found XETA plus the GT community token.,"[""XANA"",""XANA Gamers""]","[""https://xana.net/"",""https://xana.net/blog/xana-launches-gamers-community-token-on-financie/""]",completed,2026-04-29T22:12:22Z,"[{""token_symbol"":""XETA"",""token_name"":""XETA"",""token_url"":""https://xana.net/blog/xeta-tokenomics-the-core-of-xanas-ecosystem/"",""reason"":""Official XANA materials identify XANA as developed by NOBORDER.z and describe XETA as the core governance/economic token of the XANA ecosystem."",""evidence_urls"":[""https://xana.net/blog/xanas-triumph-at-ces-2024-a-new-era-in-web3-0-tokenization/"",""https://xana.net/"",""https://xana.net/blog/xeta-tokenomics-the-core-of-xanas-ecosystem/""],""evidence_source_types"":[""official_site"",""official_site"",""official_site""]}]",NOBORDER.Z qualifies for XETA because official XANA materials identify NOBORDER.z as the developer behind XANA and XETA as the core ecosystem token; GT is excluded because it is a later XANA Gamers community token rather than the original protocol/ecosystem token.,"Official XANA pages name XETA as the primary ecosystem token, and XANA Gamers on FiNANCiE issued a GT community token.",https://xana.net/|https://xana.net/blog/xeta-tokenomics-the-core-of-xanas-ecosystem/|https://xana.net/blog/xana-launches-gamers-community-token-on-financie/,official_site|official_site|official_site,high,no
11240,229204-27,Emergent Technology Holdings,emergenttechnology.com,protocol_or_network,high,yes,Official G-Coin and QOS pages map Emergent Technology Holdings to GC and QOS.,"[""G-Coin"",""QOS Blockchain""]","[""https://gcoin.com/"",""https://gcoin.com/technology/qos-blockchain/""]",completed,2026-04-29T22:12:22Z,"[{""token_symbol"":""GC"",""token_name"":""GCoin"",""token_url"":""https://support.gcoin.com/en/articles/3207384-what-is-a-g-coin-token"",""reason"":""Emergent Technology announced it was launching G-Coin and the Responsible Gold blockchain platform, and current G-Coin materials identify the company lineage as owning/operating the G-Coin ecosystem."",""evidence_urls"":[""https://www.prnewswire.com/news-releases/emergent-technology-announces-gold-blockchain-platform-300592746.html"",""https://gcoin.com/"",""https://gcoin.com/about-us/""],""evidence_source_types"":[""secondary_source"",""official_site"",""official_site""]},{""token_symbol"":""QOS"",""token_name"":""QOS"",""token_url"":""https://gcoin.com/technology/qos-blockchain/"",""reason"":""Official G-Coin technology materials state that the QOS Blockchain platform was launched in 2017 by Emergent Technology and that QOS is the network access token for participants/node operators."",""evidence_urls"":[""https://gcoin.com/technology/qos-blockchain/"",""https://www.prnewswire.com/news-releases/emergent-technology-announces-gold-blockchain-platform-300592746.html"",""https://gcoin.com/about-us/""],""evidence_source_types"":[""official_site"",""secondary_source"",""official_site""]}]",Emergent Technology Holdings qualifies because official/current G-Coin materials and launch coverage identify Emergent as the original launcher of the G-Coin/QOS blockchain ecosystem.,Official G-Coin and QOS materials identify two supported fungible tokens: GC for G-Coin and QOS for the blockchain network.,https://gcoin.com/|https://gcoin.com/technology/qos-blockchain/|https://support.gcoin.com/en/articles/3207384-what-is-a-g-coin-token|https://gcoin.com/about-us/,official_site|official_site|official_docs|official_site,high,no
11262,607305-07,Satoshisync,satoshisync.com,protocol_or_network,high,yes,Cross-chain inscription protocol with explicit token family; full search warranted.,"[""SatoshiSync""]","[""https://satoshisync.com/""]",completed,2026-04-30T03:12:30Z,"[{""token_symbol"":""SSNC"",""token_name"":""SatoshiSync"",""token_url"":""https://coinmarketcap.com/currencies/satoshisync/"",""reason"":""SatoshiSync is the named protocol project for the chain-agnostic inscriptions/BTCFi ecosystem, and official materials identify SSNC as the native token in that SatoshiSync ecosystem, supporting the company/project as the original protocol organization rather than a later participant."",""evidence_urls"":[""https://satoshisync.com/"",""https://docs.satoshisync.com/powering-satoshisync/usdssnc-details"",""https://coinmarketcap.com/currencies/satoshisync/""],""evidence_source_types"":[""official_site"",""official_docs"",""coinmarketcap""]}]",SatoshiSync qualifies under the rule because the company/project is presented as the original SatoshiSync protocol ecosystem and SSNC is its native token.,Official docs and CoinMarketCap map SSNC to SatoshiSync.,https://docs.satoshisync.com/powering-satoshisync/usdssnc-details|https://coinmarketcap.com/currencies/satoshisync/,official_docs|coinmarketcap,high,no
11275,513091-00,Sonorus,sonorus.network,protocol_or_network,high,yes,Blockchain music protocol with explicit token/governance language; full search warranted.,"[""Sonorus""]","[""https://sonorus.network/""]",completed,2026-04-30T03:12:30Z,"[{""token_symbol"":""SNS"",""token_name"":""SNS"",""token_url"":""https://sonorus.network/sns"",""reason"":""Official Sonorus materials present Sonorus as the AI/decentralized music protocol created for the Sonorus ecosystem and identify SNS as the native governance token of the Sonorus Protocol, supporting Sonorus as the original protocol organization."",""evidence_urls"":[""https://sonorus.network/"",""https://sonorus.network/sns"",""https://sonorus.gitbook.io/sonorus-whitepaper/sns-tokenomics""],""evidence_source_types"":[""official_site"",""official_site"",""official_docs""]}]",Sonorus qualifies under the rule because official materials present Sonorus as the original protocol ecosystem and SNS as its native governance token.,Official Sonorus pages and whitepaper identify SNS as the native governance token.,https://sonorus.network/sns|https://sonorus.gitbook.io/sonorus-whitepaper/sns-tokenomics|https://sonorus.network/staking,official_site|official_docs|official_site,high,no
