task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
16967,490826-80,The MonoPolist,themonopolist.io,gaming_or_nft,high,yes,official and secondary pages show a two-token game economy with MONO and MOB,"[""The Monopolist""]","[""http://themonopolist.io/""]",completed,,"[""MONO"",""MOB""]","the rule positive on available The Monopolist game-ecosystem evidence for MONO and MOB, but manual review remains because the support is mostly token-data/secondary rather than current official documentation.",secondary pages map MONO to The Monopolist and also describe MOB as an in-game utility token,https://www.coingecko.com/en/coins/the-monopolist|https://coinmarketcap.com/currencies/the-monopolist/|https://cryptorank.io/price/monopolist|https://wiki.golden.com/wiki/The_Monopolist-3VAAAZV,coingecko|coinmarketcap|secondary_source|secondary_source,medium,yes,"[{""token_symbol"":""MONO"",""token_name"":""MONO"",""token_url"":""https://www.coingecko.com/en/coins/the-monopolist"",""reason"":""The Monopolist is evidenced as the original game ecosystem and MONO as its governance/project token, but official primary evidence is limited."",""evidence_urls"":[""https://www.coingecko.com/en/coins/the-monopolist"",""https://coinmarketcap.com/currencies/the-monopolist/"",""https://gemdetectors.medium.com/ama-recap-with-the-monopolist-c779e4d6a11e""],""evidence_source_types"":[""coingecko"",""coinmarketcap"",""secondary_source""]},{""token_symbol"":""MOB"",""token_name"":""MOB"",""token_url"":""https://cryptorank.io/price/monopolist"",""reason"":""The Monopolist token sources describe MOB as the game reward token in the original Monopolist economy, but support is secondary."",""evidence_urls"":[""https://www.coingecko.com/en/coins/the-monopolist"",""https://coinmarketcap.com/currencies/the-monopolist/"",""https://cryptorank.io/price/monopolist""],""evidence_source_types"":[""coingecko"",""coinmarketcap"",""secondary_source""]}]"
16976,489964-87,PleasrDAO,pleasr.org,dapp_or_product,medium,yes,"secondary PEEPS token pages suggest a tokenized DAO, but the official site does not corroborate a fungible token","[""PleasrDAO""]","[""https://pleasr.org/""]",completed,,"[""PEEPS""]","the rule positive on available PleasrDAO genesis-token evidence, but manual review remains because the official site does not corroborate PEEPS and the support is secondary/contract-based.","Secondary token pages map PleasrDAO to PEEPS, but the official site does not corroborate a fungible token",https://pleasr.org/|https://daomatch.xyz/dao/pleasrdao/|https://alphagrowth.io/pleasrdao,official_site|secondary_source|secondary_source,medium,yes,"[{""token_symbol"":""PEEPS"",""token_name"":""PEEPS"",""token_url"":""https://etherscan.io/token/0xba962a81f78837751be8a177378d582f337084e6"",""reason"":""PleasrDAO genesis/contract evidence indicates the DAO deployed PEEPS during its original formation, but official site corroboration is absent."",""evidence_urls"":[""https://blakeir.com/pleasrdao-genesis-a-cartel-of-peeps-that-aim-to-pleas"",""https://etherscan.io/token/0xba962a81f78837751be8a177378d582f337084e6"",""https://icoanalytics.org/projects/pleasrdao/""],""evidence_source_types"":[""secondary_source"",""explorer"",""secondary_source""]}]"
17375,673629-31,Cytonic,cytonic.com,protocol_or_network,high,yes,"L1 blockchain infrastructure with native-tokenomics signals, but no stable public ticker confirmed after search.","[""Cytonic""]","[""https://www.cytonic.com/""]",completed,,[],"the rule unresolved: official Cytonic materials identify an L1 blockchain with native-token/tokenomics references, but a stable public mainnet token symbol/name was not confirmed; third-party CYTO references and testnet CCC signals are insufficient for a mergeable the rule token object.","Official docs and site describe Cytonic's native tokenomics and testnet CCC token, but no stable public mainnet ticker was confirmed.",https://www.cytonic.com/|https://docs.cytonic.com/|https://docs.cytonic.com/airdrop/overview,official_site|official_docs|official_docs,low,yes,[]
17400,863147-08,The MAITRIX,themaitrix.ai,protocol_or_network,high,yes,"Stablecoin platform mentions AUSD and future MAITRIX token plans, but current ownership remains ambiguous.","[""MAITRIX""]","[""https://themaitrix.ai/""]",completed,,[],"the rule unresolved: MAITRIX sources describe an intelligent-stablecoin platform, AUSD for Aethir, and future MAITRIX governance-token conversion, but current evidence does not cleanly establish a launched MAITRIX-owned fungible token or founding status for AUSD versus Aethir.","Official MAITRIX materials mention AUSD and future MAITRIX token plans, but a current company-owned fungible token remains unresolved.",https://themaitrix.ai/|https://themaitrixai.medium.com/introducing-the-maitrix-testnet-now-live-555bbfac085d|https://blog.aethir.com/blog-posts/aethir-and-maitrix-launch-ausd-stability-for-decentralized-gpu-infrastructure,official_site|official_site|official_site,low,yes,[]
17409,483921-73,Olive (Financial Services),olivenetwork.xyz,protocol_or_network,high,yes,Former Polysynth; DeFi protocol with token signal.,"[""Olive"",""Polysynth""]","[""https://oliveapp.finance/"",""https://polysynth.com/""]",completed,,[],"the rule not included: Olive/Polysynth has only weak secondary POL token evidence in this task record, and no official source resolved Olive as the founding/original organization for a stable POL token ecosystem.",Former Polysynth lineage and secondary project pages identify POL as the native token; current official site could not be verified in this run.,https://wellfound.com/company/olive_finance/funding|https://kinetickollective.com/kinetic-kollective-project-review-polysynth/|https://alphagrowth.io/polysynth,secondary_source|secondary_source|secondary_source,low,yes,[]
17422,484886-53,House Master,housemasters.io,gaming_or_nft,high,yes,iGaming / DeFi game with native MASTER token language.,"[""HouseMaster""]","[""https://housemasters.io/""]",completed,,[],"the rule not included: HouseMaster MASTER evidence is limited to sparse secondary/social legacy references, and no stable official source established House Master as the original organization of a supported fungible-token ecosystem.","Secondary token pages identify HouseMaster and the MASTER token, but current official-site corroboration was not resolved.",https://icoholder.com/it/housemaster-1037396|https://icoholder.com/nl/housemaster-1037396,secondary_source|secondary_source,low,yes,[]
17468,484497-01,SuperStable,superstable.finance,protocol_or_network,high,yes,"Official docs describe a SuperStable fixed-yield protocol powered by $SB, but the live site branding conflicts with legacy docs.","[""SuperStable""]","[""https://superstable.io/"",""https://superstable.gitbook.io/""]",completed,2026-04-30T12:16:23Z,"[""SB""]","the rule positive on legacy SuperStable/SuperBonds protocol evidence, but manual review remains because the live superstable.io site now presents a different stablecoin-payments business.","Official SuperStable docs describe the fixed-yield protocol as powered by the deflationary $SB gas token, but the public site branding is inconsistent.",https://superstable.gitbook.io/|https://superstable.io/|https://blockspot.io/coin/superbonds/|https://coinmarketcap.com/currencies/superbonds/,official_docs|official_site|secondary_source|secondary_source,medium,yes,"[{""token_symbol"":""SB"",""token_name"":""SB"",""token_url"":""https://coinmarketcap.com/currencies/superbonds/"",""reason"":""Legacy official SuperStable docs identify SuperStable as the original on-chain fixed-yield DeFi platform powered by the $SB gas token; token data maps SB to SuperBonds."",""evidence_urls"":[""https://superstable.gitbook.io/"",""https://coinmarketcap.com/currencies/superbonds/"",""https://superstable.io/""],""evidence_source_types"":[""official_docs"",""coinmarketcap"",""official_site""]}]"
17458,484416-19,xHashtag,xhashtag.ai,protocol_or_network,high,yes,Current site/blog identify XTAG as the utility token and XAGENT as the governance token for the xHashtag AI/xAgent SVM ecosystem.,"[""xHashtag AI""]","[""https://xhashtag.ai/""]",completed,2026-04-30T11:57:04Z,"[""XTAG""]",xHashtag qualifies under the rule for XTAG because official docs identify xHashtag as the original Web3 protocol and XTAG as its utility/governance token; XAGENT was not included because its live token status and the rule founding-token role remain less settled than XTAG.,Current site/blog identify XTAG as the utility token and XAGENT as the governance token for the xHashtag AI/xAgent SVM ecosystem.,https://xhashtag.ai/|https://docs.xhashtag.io/the-basics/usdxtag-token-utility|https://blog.xhashtag.ai/xagent-tokenomics/,official_site|official_docs|official_blog,medium,yes,"[{""token_symbol"":""XTAG"",""token_name"":""XTAG"",""token_url"":""https://docs.xhashtag.io/the-basics/usdxtag-token-utility"",""reason"":""xHashtag is the original Web3 on-chain credentials/future-of-work protocol and official docs identify XTAG as its utility and DAO-governance token."",""evidence_urls"":[""https://docs.xhashtag.io/"",""https://docs.xhashtag.io/the-basics/usdxtag-token-utility"",""https://docs.xhashtag.io/the-basics/tokenomics""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_docs""]}]"
17525,294743-80,Trixta,trixta.ai,protocol_or_network,high,yes,"Official foundation docs define the Trixta network's TRIX utility token, but the tokenomics are marked pre-launch and need review.","[""Trixta""]","[""https://trixta.org/""]",completed,2026-04-30T12:01:53Z,"[""TRIX""]",the rule positive on official Trixta Foundation materials because Trixta is the original protocol/network organization behind TRIX; manual review remains because the tokenomics page is marked proposed/pre-launch.,"Official Trixta foundation docs define TRIX as the network utility token, but the model is still marked pre-launch.",https://trixta.org/|https://trixta.org/tokenomics/,official_site|official_docs,low,yes,"[{""token_symbol"":""TRIX"",""token_name"":""TRIX"",""token_url"":""https://trixta.org/tokenomics/"",""reason"":""Official Trixta Foundation materials describe the Trixta protocol/network and define TRIX as the network utility token, but the tokenomics are explicitly proposed/pre-launch."",""evidence_urls"":[""https://trixta.org/"",""https://trixta.org/tokenomics/""],""evidence_source_types"":[""official_site"",""official_docs""]}]"
17534,483069-43,Diamond (Financial Services),diamonddao.xyz,protocol_or_network,medium,yes,"Diamond DAO project found, but ticker support is still secondary-only and needs review.","[""Diamond DAO""]","[""https://diamond.mirror.xyz/1ruXRuCFKY9PM7hzgVKECF9TlmXnjTTVaULpMy4iAGk""]",completed,2026-04-30T12:01:53Z,[],"Diamond DAO remains unresolved for the rule: primary Diamond DAO materials mention a future/incentive token but do not confirm the DMND ticker, while secondary token pages point to mismatched or thin project evidence rather than a clear founding blockchain/protocol organization role.","Diamond DAO project materials plus secondary token pages point to DMND, but no current primary token page was found.",https://diamond.mirror.xyz/1ruXRuCFKY9PM7hzgVKECF9TlmXnjTTVaULpMy4iAGk|https://coinmarketcap.com/currencies/diamonddao/|https://blockspot.io/coin/diamonddao/,official_site|coinmarketcap|secondary_source,low,yes,[]
17598,483721-30,QED (Financial Software),qed.network,protocol_or_network,high,yes,"QED protocol/oracle materials and token pages point to QED, but company identity remains conflicted.","[""QED Protocol""]","[""https://qedprotocol.com/""]",completed,2026-04-30T12:24:23Z,[],"the rule inclusion remains unresolved: QED token evidence points to an older 0rigin-launched oracle protocol, while current QED Protocol/Psy materials describe a separate no-token or rebranded blockchain protocol; the task company is not clearly evidenced as the founding entity behind the mapped QED token.","Protocol and token pages point to QED, but the company/project identity remains conflicted.",https://qedprotocol.com/|https://help.eossupport.io/en/articles/5839092-qed|https://coincodex.com/crypto/qed-token/,official_site|official_docs|secondary_source,medium,yes,[]
17739,483114-25,Cryptosys,cryptosys.io,unclear,unclear,yes,Stealth blockchain entertainment platform with insufficient public information to rule out a tokenized product.,"[""Cryptosys""]","[""https://cryptosys.io/""]",completed,2026-04-30T12:21:16Z,[],No the rule token can be emitted: the public footprint is too thin to confirm any fungible token or an officially recognized founding role in a blockchain/protocol ecosystem.,"Best-effort search found no supported fungible token ticker, but the public footprint is too thin to rule out a tokenized product confidently.",https://cryptosys.io/,official_site,low,yes,[]
