task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
3690,551366-65,Qadesh Development Labs,qadesh.dev,exchange_or_broker,high,full,yes,"[""protocol_keyword"", ""token_keyword""]","Web3 exchange and token-swapping language strongly suggests a project/token mapping problem, so full search is required."
3691,552161-08,Pentestify,pentestify.io,security_or_compliance,low,skip_candidate,no,"[""protocol_keyword""]",Web3 security services firm; no owned fungible token signal.
3692,739837-99,BitGifty,bitgifty.com,dapp_or_product,low,light,yes,"[""token_keyword""]",Crypto gifting/spend app; run exact-domain token probe.
3693,267238-27,Real Items,realitems.io,dapp_or_product,low,light,yes,"[""token_keyword""]",Tokenized-asset/NFT docs context; run exact-domain token probe.
3694,268065-10,Event Apple,eventapple.com,traditional_business,none,skip_candidate,no,[],Generic event management portal with no owned crypto project signal.
3695,267333-13,Wecan (Other Commercial Services),wecangroup.ch,infrastructure_or_data,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Blockchain data/app suite with named WECAN token.
3696,267338-26,Blocksquare,blocksquare.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Real-estate tokenization protocol with explicit BST token family.
3697,268470-55,Coinsource,coinsource.net,exchange_or_broker,low,light,yes,[],Bitcoin ATM network; cheap token-existence check only.
3698,740203-75,CrossFi,crossfi.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""legacy_ticker_conflict""]",Cross-chain protocol with current native token docs.
3699,267350-86,Enspan Innovations,enspan.io,service_provider,low,light,yes,"[""protocol_keyword""]",Blockchain-enabled supply-chain platform; exact probe only.
3700,267368-95,Salad ( Business/Productivity Software),salad.com,service_provider,low,light,yes,"[""protocol_keyword""]",Compute platform with incidental crypto context; exact probe only.
3701,267402-16,Solteir,solteir.com,mining_or_validator,none,skip_candidate,no,[],Mining/infrastructure company with no owned token signal.
3702,173522-17,Waves,waves.tech,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Blockchain platform with native WAVES token.
3703,268221-16,Liquineq,liquineq.ch,dapp_or_product,medium,full,yes,"[""protocol_keyword"",""token_keyword"",""thin_source_context""]",Blockchain banking platform with explicit utility-token language.
3704,551742-94,Plateaus,plateaus.network,dapp_or_product,low,light,yes,"[""protocol_keyword""]",Web3 ecosystem platform with no clear token identity.
3705,174148-12,Fluon,fluonecosystem.org,dapp_or_product,medium,light,yes,"[""protocol_keyword"",""alias_or_former_name""]",Decentralized asset-management ecosystem with alias/rebrand signal.
3706,552105-73,BeWater (Commercial Services),bewater.xyz,service_provider,low,light,yes,"[""protocol_keyword""]",Web3 venture studio / developer platform; check for owned token only.
3707,267522-40,Ava Labs,avalabs.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Avalanche protocol company with AVAX token.
3708,268113-16,CommerceBlock,commerceblock.com,protocol_or_network,medium,full,yes,"[""protocol_keyword"",""token_keyword"",""thin_source_context"",""legacy_ticker_conflict""]",Blockchain infrastructure project with token-page evidence.
3709,267559-93,Unstoppable Domains,unstoppabledomains.com,dapp_or_product,low,light,yes,"[""token_keyword""]",Blockchain naming product with explicit no-token support page; exact probe only.
3710,174437-56,True North Business Exchange,tnbx.live,exchange_or_broker,low,light,yes,[],Blockchain stock-exchange concept; exact token probe only.
3711,267582-43,Snapper Future Tech,snapperfuturetech.com,infrastructure_or_data,low,light,yes,"[""protocol_keyword""]",Enterprise blockchain infrastructure with no clear fungible token signal.
3712,741015-73,DLAR,dlar.io,dapp_or_product,low,skip_candidate,no,[],Digital agreement SaaS with incidental blockchain reference.
3713,267600-79,Nym,nym.com,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Privacy protocol with NYM token and whitepaper support.
3714,551368-90,Zentarim,zentarim.xyz,traditional_business,none,skip_candidate,no,[],Generic logistics company; no owned crypto project signal.
3715,267615-01,Goldilock,goldilock.com,security_or_compliance,none,skip_candidate,no,[],Security hardware company with no owned token/project signal.
3716,267623-56,Tupelo (Financial Software),tupelo.org,protocol_or_network,medium,full,yes,"[""protocol_keyword""]",Distributed-ledger protocol; token search needed to confirm any fungible token.
3717,173751-94,Upgraded,upgraded-inc.com,dapp_or_product,low,light,yes,"[""token_keyword"",""brand_project_mismatch""]",Blockchain ticketing app with name collision risk; exact probe only.
3718,267640-93,SuperWorld,superworldapp.com,dapp_or_product,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Blockchain social/virtual-real-estate platform with native token.
3719,268065-28,Crypto Maths,cryptomaths.com,media_or_education,none,skip_candidate,no,[],Cryptocurrency information site with no owned project signal.
3720,741302-29,AutoAir AI,autoair.xyz,dapp_or_product,low,light,yes,"[""protocol_keyword"",""token_keyword""]",Airdrop automation app with token-adjacent operations; exact probe only.
3721,458181-55,heymate,heymate.works,dapp_or_product,low,light,yes,"[""token_keyword"",""thin_source_context""]",Web3 reward/workflow platform but no clear token signal.
3722,551715-85,Mariana Labs,marianalabs.io,service_provider,low,light,yes,"[""thin_source_context""]",Blockchain protocol development/services firm; token not evident.
3723,552480-67,Arbitrum Foundation,arbitrum.foundation,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Layer-2 governance foundation with explicit token/project context.
3724,267732-01,Trality,trality.com,dapp_or_product,low,light,yes,"[""thin_source_context""]",Crypto trading bot platform; token not evident.
3725,267734-08,OpenNode,opennode.com,infrastructure_or_data,low,light,yes,"[""thin_source_context""]",Bitcoin payment processor with no project token signal.
3726,741041-65,DeSpeed,despeed.net,infrastructure_or_data,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Rewarded validator network with explicit token-conversion language.
3727,267755-05,Financier (Financial Services),fin-ctrl.ru,traditional_business,none,skip_candidate,no,[],Generic accounting software with only incidental crypto keyword matches.
3728,267755-77,GetSmart,getsmart.site,service_provider,low,light,yes,"[""protocol_keyword"",""thin_source_context""]",Blockchain development and smart-contract services with no clear token signal.
3729,268357-60,HiNounou,hinounou.com,dapp_or_product,low,light,yes,"[""thin_source_context""]",AI-blockchain healthcare platform with no clear token signal.
3730,362062-81,RiseAngle,riseangle.com,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",AI game creation company with blockchain/NFT/metaverse context.
3731,551706-85,GallerieX,galleriex.com,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",Web3 creative studio and NFT-heavy branding with no token signal.
3732,455010-13,Swivel (Austin),swivel.finance,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",DeFiHedge rebrand continuity and explicit protocol/token language.
3733,455050-09,Nortical,nortical.com,infrastructure_or_data,low,light,yes,"[""alias_or_former_name"",""thin_source_context""]",Former EVLedger battery-data software with blockchain traceability language.
3734,458110-54,0xcert,0xcert.org,protocol_or_network,high,full,yes,"[""token_keyword"",""nft_or_gaming""]",NFT/protocol language with explicit fungible token references.
3735,268073-02,Chains Guard Technology (Beijing),chainsguard.com,security_or_compliance,low,light,yes,"[""protocol_keyword"",""thin_source_context""]",Blockchain security vendor with no token signal.
3736,455093-38,Trace (Business Productivity Software),traceablesourcing.com,infrastructure_or_data,low,light,yes,"[""protocol_keyword""]",Blockchain traceability software with no token signal.
3737,455094-64,Pogbet,pogbet.gg,gaming_or_nft,low,light,yes,"[""nft_or_gaming"",""thin_source_context""]",Livestream betting/esports platform with web3 tooling but no token signal.
3738,740919-52,YOLO Games,yologames.io,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming""]",On-chain gaming row with explicit reward-token language.
3739,455099-77,Loak,loak.co,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",AR gaming platform with wallet/token-gating but no token signal.
3740,268809-49,Sovrin Foundation,sovrin.org,protocol_or_network,medium,light,yes,"[""protocol_keyword"",""thin_source_context""]",Identity network with ledger/governance context but no clear current token.
3741,455145-49,Chainstarters,chainstarters.com,infrastructure_or_data,medium,light,yes,"[""token_keyword""]",On-chain asset digitization platform with tokenization language but no obvious company token.
3742,455191-48,Notarify,notarify.io,security_or_compliance,low,light,yes,"[""protocol_keyword""]",Blockchain document-security platform with no token signal.
3743,455191-57,First Coincidence,firstcoincidence.com,exchange_or_broker,low,light,yes,"[""protocol_keyword""]",Trading-services platform for brokers/exchanges with no token signal.
3744,455192-92,Round Finance,round.xyz,wallet_or_custody,medium,full,yes,"[""thin_source_context""]","Wallet, exchange, and dapp aggregator with no stable token signal."
3745,551282-14,Novus Security,usenovus.io,security_or_compliance,low,light,yes,"[""protocol_keyword"",""thin_source_context""]",Web3 browser security tool; token not evident.
3746,455209-84,Exeedme,exeedme.com,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming""]",Blockchain gaming platform with explicit token migration history.
3747,455233-78,Chaintope,chaintope.com,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]",Public blockchain technology provider with no obvious token signal.
3748,741221-65,PolyFlow,polyflow.tech,infrastructure_or_data,high,full,yes,"[""token_keyword"",""protocol_keyword"",""thin_source_context""]",PayFi infrastructure with explicit token ecosystem language.
3749,268080-49,kether,kether.co,wallet_or_custody,low,light,yes,"[""token_keyword""]",Blockchain wallet/exchange portal with no clear token signal.
3750,455735-62,Euler Labs,eulerlabs.com,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Former Euler XYZ rebrand and explicit governance/reward token language.
3751,268542-37,Trazable,trazable.io,dapp_or_product,medium,light,yes,[],Blockchain traceability SaaS; exact-domain probe found TRZ token.
3752,551486-17,OpenMall,openmall.ai,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",NFT/social-commerce row with blockchain context but no clear token signal.
3753,550053-37,Pluto Studio,pluto.vision,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]","Web3 game studio with staking, DEX, and lending language."
3754,550054-54,Rocket3,rocket3.xyz,protocol_or_network,high,full,yes,"[""protocol_keyword""]",On-chain trading platform with protocol-like product context.
3755,550055-98,Hirechain,hirechain.io,service_provider,low,skip_candidate,no,[],Recruitment platform for crypto hiring only; no owned project signal.
3756,550075-42,Eclipse Fi,eclipsefi.io,protocol_or_network,high,full,yes,"[""token_keyword"",""protocol_keyword""]",Launch protocol and token-launch language make a token search mandatory.
