task_index,investor_id,investor_name,normalized_domain,primary_investor_type,investor_archetype,crypto_native_likelihood,operating_capability_likelihood,search_tier,capability_search_required,risk_flags,classifier_reason
2882,224501-05,Celsius Network,celsius.network,PE-Backed Company,operating_company_disguised_as_investor,high,medium,full,yes,"[""historical_or_wound_down_operations"", ""bankruptcy_reorganization_boundary""]","Celsius is a crypto-native operating company with historical lending/trading platform signals and a fund name in local fields, so full search was required; current status needed confirmation because capability yes decisions require current operations."
2883,571556-71,Cem Ozer,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_attribution_boundary""]","Individual angel/founder row tied to Sovereign Labs, a blockchain rollup infrastructure company, so crypto relevance required light confirmation; individual affiliation alone does not establish operating capabilities."
2884,791547-67,Cequire,cequire.com,Venture Capital,market_maker_or_otc_firm,high,high,full,yes,"[""self_operated_liquidity_services"",""crypto_market_making_boundary""]","Official Cequire pages show a crypto/Web3 investment firm with dedicated liquidity services, OTC liquidity deployment, market-making investments, DEX/liquidity-pool coverage, and venture activity; full search and capability review were required."
2885,11331-10,Cercano Management,cercanolp.com,PE/Buyout,traditional_vc_or_pe,low,low,light,yes,"[""former_name_alias_check""]","Investment adviser/private equity row with Vulcan Capital former-name aliases and fund/advisory signals; light search was required because it is a financial/investment entity, even without crypto or trading-service signals."
2886,279427-33,Chain Renaissance Capital,crcapital.info,Venture Capital,crypto_native_vc,high,medium,full,yes,"[""investment_bank_not_execution"",""limited_current_official_source""]","Local and trusted-database context describe a blockchain-focused boutique investment bank and VC fund manager, making full review appropriate; investment banking/advisory alone is not execution or trading capability."
2887,535148-02,ChainGPT,chaingpt.org,VC-Backed Company,operating_company_disguised_as_investor,high,high,full,yes,"[""operating_company_with_investment_arm"",""trading_assistant_not_execution""]","ChainGPT is a Web3 AI operating company with a current launchpad/incubation and ChainGPT Labs investment-support signal, plus an AI trading-assistant product that required distinguishing analysis from automated execution."
2888,439474-06,ChainGuardians,chainguardians.io,VC-Backed Company,operating_company_disguised_as_investor,high,medium,full,yes,"[""gaming_launchpad_not_trading_execution"",""defi_boundary_reviewed""]",Blockchain/NFT game operating-company row with ChainBoost/DAO context and launchpad references; full search was needed to test DeFi and execution boundaries.
2889,494768-71,ChainMyth,chainmyth.io,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""inactive_or_historical_firm""]","Crypto/NFT venture-capital row is marked inactive in trusted data, requiring light confirmation but no current operating capability attribution."
2890,469448-38,Chamaeleon,chamaeleon.vc,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""portfolio_web3_exposure_only""]",Early-stage VC with local crypto vertical and Web3 portfolio exposure; light search was required but portfolio investments do not establish operating capabilities.
2891,482435-38,Champion Hill Ventures,championhillventures.com,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""investment_firm_no_crypto_signal""]","Venture-capital row with defense and hard-technology focus; light search was required because investment/fund activity is relevant, but no crypto or operating trading signal appeared."
2892,150238-99,Charge Ventures,charge.vc,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""investment_firm_no_crypto_signal""]",Seed-stage VC row with no crypto/Web3 or operating trading signal; light search was required because the row is still an investment/fund entity.
2893,226768-78,Charles Lee,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution_boundary"",""foundation_affiliation_not_inherited""]","Individual angel row tied to Litecoin Foundation, Coinbase, and Blockchain Capital history; light search was required, but affiliated organizations and protocol-founder status do not transfer capabilities to the person."
2894,550052-47,Chen Zhancheng,,Angel (individual),angel_or_individual,medium,low,light,yes,"[""individual_attribution_boundary"",""ordinary_news_only_for_context""]","Angel individual with Web3/NFT financing mentions in ordinary crypto-news contexts; light search was required, but investor/advisor mentions do not establish operating capabilities."
2895,718968-34,Cherry Street,cherrystreet.ai,Venture Capital,crypto_native_vc,high,low,light,yes,"[""token_investment_not_operating_capability""]","Web2/Web3 venture-capital row with official digital-assets and token-investment language; light search required, but the signals are investment/incubation support rather than operating trading capabilities."
2896,96993-64,China Growth Capital,chinagrowthcapital.com,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""fintech_investor_not_operating_capability""]","China-focused early-stage VC with fintech/SaaS investment focus; light search required because it is an investment entity, but no operating trading-service signal appeared."
2897,51440-32,China Merchants Bank,cmbchina.com,Corporation,operating_company_disguised_as_investor,medium,high,full,yes,"[""parent_inherits_controlled_financial_units"",""traditional_finance_trading_services""]","Commercial-bank parent row has current official FX/gold trading services and controlled subsidiaries/licenses including overseas investment banking, fund management, wealth management, and CMB International; full search required for parent attribution."
2898,484508-62,ChinaLink ESG T,cl-esgt.com,Corporate Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""row_is_venture_arm_not_parent""]",Corporate venture-capital arm of The Gamma Consortium with technology/ESG focus; light search required because it is an investment/fund entity but the row itself is a child/arm.
2899,436406-32,Christoph Jentzsch,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution_boundary"",""operating_company_affiliation_not_inherited""]","Individual angel/founder row with Ethereum/Slock.it/Tokenize.it context; light search required, but platform capabilities of Tokenize.it are not inherited by the individual."
2900,471652-21,Christy Choi,,Angel (individual),angel_or_individual,high,low,light,yes,"[""individual_attribution_boundary"",""former_exchange_affiliation_not_inherited""]","Individual angel/founder row with Binance Labs, Spacebar/SkyGG, and Yield Guild context; light search required, but exchange, advisor, and portfolio affiliations do not transfer capabilities."
2901,151982-20,ChromaWay,chromaway.com,VC-Backed Company,operating_company_disguised_as_investor,high,medium,full,yes,"[""blockchain_platform_not_trading_venue"",""venture_builder_boundary""]","Web3 operating-company row; official source describes ChromaWay as a blockchain pioneer, venture builder, and creator of Chromia, so full search was needed to separate blockchain infrastructure from execution/DeFi capabilities."
2902,54461-80,Citi Ventures,,Corporate Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""child_row_does_not_inherit_parent_bank_capabilities"",""portfolio_exposure_not_capability""]","Corporate venture-capital arm of Citigroup with digital-assets/fintech portfolio context; light search required, but the row itself is the venture arm and does not inherit Citigroup operating services."
2903,57664-81,Citizen Capital,citizencapital.fr,Impact Investing,traditional_vc_or_pe,none,low,light,yes,"[""impact_fund_not_operating_capability""]",Impact investment-management row with funds and growth-capital context; light search required because it is an investment/fund entity.
2904,519198-40,CL207,,Angel (individual),angel_or_individual,high,medium,full,yes,"[""pseudonymous_individual"",""trader_signal_not_sufficient"",""limited_identity_evidence""]","Pseudonymous angel row with trusted crypto-fund databases describing crypto and DeFi investments and a crypto-trader profile; full search was required, but database trader labels lack enough current detail for a capability yes."
2905,436455-37,Clever Advertising,cleveradvertising.com,Corporation,operating_company_disguised_as_investor,low,low,light,yes,"[""customer_acquisition_not_execution_service""]",Corporation row with investment history but official business is performance marketing/customer acquisition for iGaming and fintech clients; light search required because of corporate investor context.
2906,167946-85,Cloud brain Fund,,Angel Group,angel_or_individual,medium,low,light,yes,"[""limited_current_evidence"",""angel_group_identity_sparse""]",Angel-group row with crypto/fintech local vertical and sparse historical blockchain-investment mentions; light search required but current identity evidence is limited.
2907,471159-01,Cloud Toronto Venture Capital,cloudtoronto.vc,Venture Capital,traditional_vc_or_pe,medium,low,light,yes,"[""broad_financial_type_boundary""]",Venture-capital row with crypto/fintech verticals and lender/SPAC/LP local types; light search required because of broad financial-services descriptors but no direct operating trading signal.
2908,481884-13,Clovers Ventures,,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""historical_or_unclear_current_status"",""portfolio_defi_exposure_not_capability""]","Crypto/NFT/DeFi-focused Vietnam VC row; light search required because DeFi appears as an investment focus, but portfolio focus does not establish DeFi operation."
