task_index,InvestorID,InvestorName,InvestorAlsoKnownAs,InvestorFormerName,InvestorLegalName,Website,normalized_domain,ParentCompany,Exchange,Ticker,HQLocation,HQCountry,PrimaryInvestorType,OtherInvestorTypes,PreferredInvestmentTypes,PreferredVerticals,OtherInvestmentPreferences,LastClosedFundName,LastClosedFundType,Description,MatchedKeywords,MatchedColumns,InvestorCapabilityContext,SearchPolicy,AgentTaskScope
1041,593041-06,RPC Foundation,,,,rpcfoundation.co,rpcfoundation.co,,,,"Ho Chi Minh City, Vietnam",Vietnam,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"Founded in 2019, RPC Foundation is a venture capital investment firm based in Ho Chi Minh City, Vietnam.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Minterest; status=Former; holding=Minority; since= | CompanyInvestorRelation: BitSmiley; statu",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1042,472432-51,Sam Kazemian,,,,,,,,,,United States,Angel (individual),,,,,,,Mr. Sam Kazemian serves as Advisor at Templar Protocol. Mr. Sam Kazemian is an Angel Investor.,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel (individual) | CompanyInvestorRelation: RISE (Singapore); status=Active; holding=Minority; since=09/16/2024 | CompanyInvestorRelation: Magpie (Financial Services); status=Active; holding=Minority; since",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1043,606843-19,Simurg Labs,,,Simurg Labs LTD,www.simurglabs.com,simurglabs.com,,,,"London, United Kingdom",United Kingdom,Accelerator/Incubator,,"Accelerator/Incubator, Early Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",,,"Founded in 2023, Simurg Labs was an accelerator based in London, United Kingdom.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, Seed Round | CompanyInvestorRelation: Altava Group; status=Former; hold",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1044,484842-43,Stakez Capital,,,,stakez.capital,stakez.capital,,,,"Leek, Netherlands",Netherlands,Angel Group,Venture Capital,"Angel (individual), Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech, SaaS, TMT","Prefers minority stake, Will syndicate",,,"Founded in 2021, Stakez Capital is an angel group firm based in Leek, Netherlands. The firm seeks to invest in network media & blockchain startups based in the European region.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel Group | OtherInvestorTypes: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech, SaaS, TMT | PreferredInvestmentTypes: Angel (individual), Early Stage VC, Seed Round | CompanyInvest",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1045,442553-59,TrueWay Capital,,,,www.trueway.vc,trueway.vc,,,,Singapore,Singapore,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","B2B Payments, Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"TrueWay Capital was a learning-driven venture capital firm based in Singapore, Singapore. The firm preferred to invest in companies operating in the blockchain investment and trading sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: B2B Payments, Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: DEGO; status=Former; ho",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1046,56089-63,Village Capital,"VilCap, HPA",,"Vilcap, Inc.",www.vilcap.com,vilcap.com,,,,"Washington, DC",United States,Accelerator/Incubator,"Impact Investing, Venture Capital","Accelerator/Incubator, Early Stage VC, Seed Round","AgTech, Climate Tech, EdTech, FinTech, HealthTech, Impact Investing, LOHAS & Wellness, Mobility Tech, TMT","Invests in MWBE (Minority and Women-owned), Long-Term Investor, Prefers minority stake, Seeks Impact investments, Will syndicate",Financial Health Innovation Fund,Venture Capital - Early Stage,"Founded in 2009, Village Capital is an accelerator based in Washington, District of Columbia. The firm prefers to support and invest in early-stage entrepreneurs focusing on environmental, social, and economic challenges around the world.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | OtherInvestorTypes: Impact Investing, Venture Capital | PreferredVerticals: AgTech, Climate Tech, EdTech, FinTech, HealthTech, Impact Investing, LOHAS & Wellness, Mobility Tech, TMT |",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1047,493293-70,VRM Venture,,,,vrm.ventures,vrm.ventures,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"VRM Venture was a venture capital firm based in Dubai, United Arab Emirates.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Adam Vault; status=Former; holding=Minority; since=09/01/2022 | CompanyInvestorRelation: ZoA G",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1048,277662-43,Yasar Corporation,,,,www.yasarcorp.com,yasarcorp.com,,,,"Las Vegas, NV",United States,Venture Capital,Growth/Expansion,"Accelerator/Incubator, Bridge, Early Stage VC, GP Stakes, Investor Buyout by Management, Later Stage VC, PE Growth/Expansion, PIPE, Seed Round","Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, Big Data, CleanTech, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, Esports, FinTech, Gaming, HealthTech, Impact Investing, Internet of Things, Life Sciences, Marketing Tech, Mobile, Nanotechnology, Real Estate Technology, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality, Wearables & Quantified Self","Prefers majority stake, Prefers minority stake, Will syndicate",,,"Founded in 2003, Yasar Corporation is a venture capital firm based in Las Vegas, Nevada. The firm seeks to invest in companies operating in the art, music, education technology, big data, software-as-a-service (SaaS), analytics, digital media, marketing, technology, blockchain, fintech, crowdfunding, augmented reality, virtual reality, gaming, healthcare, biotechnology, and wearables sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Growth/Expansion | PreferredVerticals: Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, Big Data, CleanTech, Cryptocurrency/Bloc",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1049,519144-31,High Naut Capital,,,,www.highnaut.com,highnaut.com,,,,"Cannes, France",France,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",,,"founded in 2020, High Naut Capital was a venture capital firm based in Cannes, France.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 11 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Pangolin; status=Former; holding=Minority; sin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1050,154161-10,Yeoman's Capital,,,,www.yeomans.capital,yeomans.capital,,,,"Austin, TX",United States,Family Office,Venture Capital,"Early Stage VC, Later Stage VC, Seed Round","B2B Payments, Big Data, Cryptocurrency/Blockchain, FinTech, Infrastructure, InsurTech, Internet of Things, Mobile, SaaS, TMT","Prefers minority stake, Will syndicate",,,"Founded in 2016, Yeoman's Capital is a family office firm based in Austin, Texas. The firm focuses on decentralized and tokenized projects. The firm seeks to invest in blockchain technology.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 11 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Family Office | OtherInvestorTypes: Venture Capital | PreferredVerticals: B2B Payments, Big Data, Cryptocurrency/Blockchain, FinTech, Infrastructure, InsurTech, Internet of Things, Mobile, SaaS, TMT | Preferr",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1051,54841-42,Version One Ventures,Version One,W Media Ventures,Version One Ventures LLC,www.versionone.vc,versionone.vc,,,,"Vancouver, Canada",Canada,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","E-Commerce, Internet of Things, Mobile, Mobile Commerce, SaaS, TMT","Prefers minority stake, Will syndicate",Version One Ventures Fund IV,Venture Capital - Early Stage,"Founded in 2012, Version One Ventures is a venture capital firm based in Vancouver, British Columbia. The firm prefers to invest in the consumer internet, software as a service, and mobile sector companies in North America.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|source:fund_investment_relation|lead_investor|fund_linked,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID|FundInvestmentRelation.CompanyID|FundInvestorRelation.FundID|FundInvestorRelation.InvestorID,"Part5 token-company investor graph: 11 token companies, 16 deals, 2 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation,fund_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: E-Commerce, Internet of Things, Mobile, Mobile Commerce, SaaS, TMT | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | Compa",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
